cartodb_id,name,description,created_at,updated_at,the_geom,bbox,type,resource,id,dataset_id,scientificname,ee_id
80226,Napothera_crassa,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"109.76000000000002,0.91,116.89,6.28",raster,rasters/04040405428907908306-13144467546782029128,04040405428907908306-13144467546782029128,iucn_birds,Napothera crassa,GME/images/04040405428907908306-13144467546782029128
80875,Eudyptes_chrysocome,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-180,-58.45,180,-34.43",raster,rasters/04040405428907908306-05443595515941161275,04040405428907908306-05443595515941161275,iucn_birds,Eudyptes chrysocome,GME/images/04040405428907908306-05443595515941161275
87197,Ptilinopus_pulchellus,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"129.71,-10.38,150.38,0",raster,rasters/04040405428907908306-06488374647109941697,04040405428907908306-06488374647109941697,iucn_birds,Ptilinopus pulchellus,GME/images/04040405428907908306-06488374647109941697
83954,Asthenes_perijana,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-72.98,10.15,-72.84000000000002,10.48",raster,rasters/04040405428907908306-09283990560644969984,04040405428907908306-09283990560644969984,iucn_birds,Asthenes perijana,GME/images/04040405428907908306-09283990560644969984
88645,Chlorostilbon_melanorhynchus,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-79.88,-2.45,-74.99,7.44",raster,rasters/04040405428907908306-00730028975379315627,04040405428907908306-00730028975379315627,iucn_birds,Chlorostilbon melanorhynchus,GME/images/04040405428907908306-00730028975379315627
87904,Lophozosterops_goodfellowi,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"123.56,5.949999999999998,126.42,9.34",raster,rasters/04040405428907908306-13753955792627039569,04040405428907908306-13753955792627039569,iucn_birds,Lophozosterops goodfellowi,GME/images/04040405428907908306-13753955792627039569
88265,Falco_rusticolus,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"180,41.63,-168.13,83.12",raster,rasters/04040405428907908306-10502148772288535865,04040405428907908306-10502148772288535865,iucn_birds,Falco rusticolus,GME/images/04040405428907908306-10502148772288535865
88541,Conopophaga_aurita,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-77.86,-11.33,-48.36,7.439999999999999",raster,rasters/04040405428907908306-13961573118798498277,04040405428907908306-13961573118798498277,iucn_birds,Conopophaga aurita,GME/images/04040405428907908306-13961573118798498277
88823,Buteo_brachyurus,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-110.64,-30.690000000000005,-34.79,29.86",raster,rasters/04040405428907908306-10546924816653543492,04040405428907908306-10546924816653543492,iucn_birds,Buteo brachyurus,GME/images/04040405428907908306-10546924816653543492
83003,Lanius_tigrinus,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"95.18,-8.850000000000003,142.08,46.32999999999999",raster,rasters/04040405428907908306-18259027475862471340,04040405428907908306-18259027475862471340,iucn_birds,Lanius tigrinus,GME/images/04040405428907908306-18259027475862471340
83970,Arremonops_tocuyensis,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-73.2,9.72,-68.24000000000001,12.47",raster,rasters/04040405428907908306-00841487719171522101,04040405428907908306-00841487719171522101,iucn_birds,Arremonops tocuyensis,GME/images/04040405428907908306-00841487719171522101
89140,Accipiter_soloensis,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"95,-9.119999999999997,147.64,39.1",raster,rasters/04040405428907908306-05988473938611293257,04040405428907908306-05988473938611293257,iucn_birds,Accipiter soloensis,GME/images/04040405428907908306-05988473938611293257
83896,Brachypteracias_leptosomus,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"46.58,-25.03,50.44,-13.12",raster,rasters/04040405428907908306-02127694696195509342,04040405428907908306-02127694696195509342,iucn_birds,Brachypteracias leptosomus,GME/images/04040405428907908306-02127694696195509342
79688,Pycnonotus_atriceps,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"90.11,-8.850000000000003,120.01000000000002,25.150000000000002",raster,rasters/04040405428907908306-15441410092921880365,04040405428907908306-15441410092921880365,iucn_birds,Pycnonotus atriceps,GME/images/04040405428907908306-15441410092921880365
79764,Prunella_montanella,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"174.16,52.7,-171.85,71.4",raster,rasters/04040405428907908306-17215502213651290048,04040405428907908306-17215502213651290048,iucn_birds,Prunella montanella,GME/images/04040405428907908306-17215502213651290048
83947,Atlapetes_albofrenatus,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-74.31,4.33,-70.41,9.17",raster,rasters/04040405428907908306-13625900908510468619,04040405428907908306-13625900908510468619,iucn_birds,Atlapetes albofrenatus,GME/images/04040405428907908306-13625900908510468619
84073,Amazona_guildingii,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-61.25999999999999,13.200000000000001,-61.14,13.31",raster,rasters/04040405428907908306-01996908536911905578,04040405428907908306-01996908536911905578,iucn_birds,Amazona guildingii,GME/images/04040405428907908306-01996908536911905578
81492,Apalis_rufogularis,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"1.78,-11.19,35.66,9.87",raster,rasters/04040405428907908306-10834210229768770727,04040405428907908306-10834210229768770727,iucn_birds,Apalis rufogularis,GME/images/04040405428907908306-10834210229768770727
84080,Amazilia_cyanura,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-93.11,12.239999999999997,-85.69,15.950000000000001",raster,rasters/04040405428907908306-05730612920084230696,04040405428907908306-05730612920084230696,iucn_birds,Amazilia cyanura,GME/images/04040405428907908306-05730612920084230696
84015,Apalis_fuscigularis,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"38.23,-3.489999999999999,38.419999999999995,-3.2799999999999994",raster,rasters/04040405428907908306-08439792949299826611,04040405428907908306-08439792949299826611,iucn_birds,Apalis fuscigularis,GME/images/04040405428907908306-08439792949299826611
84016,Apalis_flavigularis,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"35.34,-16.02,35.76000000000001,-15.139999999999997",raster,rasters/04040405428907908306-14684206255240204408,04040405428907908306-14684206255240204408,iucn_birds,Apalis flavigularis,GME/images/04040405428907908306-14684206255240204408
84017,Apalis_flavida,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-16.83,-34.220000000000006,48.96,14.2",raster,rasters/04040405428907908306-16030665535799014827,04040405428907908306-16030665535799014827,iucn_birds,Apalis flavida,GME/images/04040405428907908306-16030665535799014827
84296,Turdus_fulviventris,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-79.34,-5.459999999999999,-69.93000000000002,10.940000000000001",raster,rasters/04040405428907908306-13520656491514614188,04040405428907908306-13520656491514614188,iucn_birds,Turdus fulviventris,GME/images/04040405428907908306-13520656491514614188
84297,Turdus_boulboul,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"72.98,17.340000000000003,108.27000000000002,34.59000000000001",raster,rasters/04040405428907908306-00762723936992218210,04040405428907908306-00762723936992218210,iucn_birds,Turdus boulboul,GME/images/04040405428907908306-00762723936992218210
84298,Turdus_bewsheri,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"43.209999999999994,-12.419999999999998,44.540000000000006,-11.36",raster,rasters/04040405428907908306-16108783691889938552,04040405428907908306-16108783691889938552,iucn_birds,Turdus bewsheri,GME/images/04040405428907908306-16108783691889938552
84018,Apalis_binotata,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"8.419999999999998,-9.519999999999998,34.779999999999994,5.3999999999999995",raster,rasters/04040405428907908306-13430352872240244314,04040405428907908306-13430352872240244314,iucn_birds,Apalis binotata,GME/images/04040405428907908306-13430352872240244314
84019,Apalis_argentea,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"28.979999999999997,-6.38,31.05,-1.9299999999999997",raster,rasters/04040405428907908306-17870488739753228313,04040405428907908306-17870488739753228313,iucn_birds,Apalis argentea,GME/images/04040405428907908306-17870488739753228313
84020,Anurolimnas_fasciatus,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-78.12,-10.71,-61.63999999999999,1.6099999999999999",raster,rasters/04040405428907908306-17827978581882384310,04040405428907908306-17827978581882384310,iucn_birds,Anurolimnas fasciatus,GME/images/04040405428907908306-17827978581882384310
84299,Turdoides_tenebrosa,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"21.86,0.9799999999999986,37.12,9.61",raster,rasters/04040405428907908306-08825576067200321156,04040405428907908306-08825576067200321156,iucn_birds,Turdoides tenebrosa,GME/images/04040405428907908306-08825576067200321156
84021,Anthus_richardi,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-17.110000000000003,-34.839999999999996,142.91000000000003,77.1321913492142",raster,rasters/04040405428907908306-01177316662915451190,04040405428907908306-01177316662915451190,iucn_birds,Anthus richardi,GME/images/04040405428907908306-01177316662915451190
84300,Turdoides_subrufa,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"72.8,8.06,78.06999999999998,19.51",raster,rasters/04040405428907908306-11036023566620535592,04040405428907908306-11036023566620535592,iucn_birds,Turdoides subrufa,GME/images/04040405428907908306-11036023566620535592
84301,Turdoides_squamulata,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"39.21,-4.65,45.81,6.76",raster,rasters/04040405428907908306-14793545285695788299,04040405428907908306-14793545285695788299,iucn_birds,Turdoides squamulata,GME/images/04040405428907908306-14793545285695788299
80178,Ninox_odiosa,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"148.31,-6.31,152.39,-4.14",raster,rasters/04040405428907908306-01749118693052848133,04040405428907908306-01749118693052848133,iucn_birds,Ninox odiosa,GME/images/04040405428907908306-01749118693052848133
84022,Anthus_pratensis,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-24.550000000000004,14.659999999999998,73.66000000000001,71.65238945344066",raster,rasters/04040405428907908306-17954714553211979752,04040405428907908306-17954714553211979752,iucn_birds,Anthus pratensis,GME/images/04040405428907908306-17954714553211979752
84023,Anthus_pallidiventris,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"8.69,-9.550000000000002,19.7,5.130000000000001",raster,rasters/04040405428907908306-17848017455708447881,04040405428907908306-17848017455708447881,iucn_birds,Anthus pallidiventris,GME/images/04040405428907908306-17848017455708447881
84024,Anthus_novaeseelandiae,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"179.11000000000004,-51.08,-178.57,-5.089999999999998",raster,rasters/04040405428907908306-07155376416938701367,04040405428907908306-07155376416938701367,iucn_birds,Anthus novaeseelandiae,GME/images/04040405428907908306-07155376416938701367
84025,Anthus_leucophrys,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-17.54,-34.839999999999996,44.19,17.14",raster,rasters/04040405428907908306-11079497938199798685,04040405428907908306-11079497938199798685,iucn_birds,Anthus leucophrys,GME/images/04040405428907908306-11079497938199798685
84026,Anthus_chloris,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"26.850000000000005,-31.750000000000004,30.35,-25.609999999999996",raster,rasters/04040405428907908306-11067904274050646451,04040405428907908306-11067904274050646451,iucn_birds,Anthus chloris,GME/images/04040405428907908306-11067904274050646451
84027,Anthus_cervinus,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-180,-7.1899999999999995,180,75.17999999999999",raster,rasters/04040405428907908306-08396991017526510061,04040405428907908306-08396991017526510061,iucn_birds,Anthus cervinus,GME/images/04040405428907908306-08396991017526510061
84028,Anthus_caffer,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"14.070000000000002,-29.169999999999998,38.97,5.82",raster,rasters/04040405428907908306-16527822470812816823,04040405428907908306-16527822470812816823,iucn_birds,Anthus caffer,GME/images/04040405428907908306-16527822470812816823
84029,Anthreptes_simplex,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"95.18,-5.949999999999999,119.27000000000001,13.35",raster,rasters/04040405428907908306-17683252705797806282,04040405428907908306-17683252705797806282,iucn_birds,Anthreptes simplex,GME/images/04040405428907908306-17683252705797806282
84302,Turdoides_sharpei,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"29.050000000000004,-8.63,36.87000000000001,2.19",raster,rasters/04040405428907908306-09325285382669323162,04040405428907908306-09325285382669323162,iucn_birds,Turdoides sharpei,GME/images/04040405428907908306-09325285382669323162
84303,Turdoides_rufescens,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"79.89,5.91,80.91,7.580000000000003",raster,rasters/04040405428907908306-12718591119431538394,04040405428907908306-12718591119431538394,iucn_birds,Turdoides rufescens,GME/images/04040405428907908306-12718591119431538394
84304,Turdoides_rubiginosa,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"28.51,-8.330000000000004,46.199999999999996,14.32",raster,rasters/04040405428907908306-18188298112131672588,04040405428907908306-18188298112131672588,iucn_birds,Turdoides rubiginosa,GME/images/04040405428907908306-18188298112131672588
84305,Turdoides_leucocephala,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"32.02000000000001,9.980000000000002,39.50000000000001,17.91",raster,rasters/04040405428907908306-04476309182980887365,04040405428907908306-04476309182980887365,iucn_birds,Turdoides leucocephala,GME/images/04040405428907908306-04476309182980887365
84306,Turdoides_aylmeri,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"34.25999999999999,-9.85,49.089999999999996,9.94",raster,rasters/04040405428907908306-10262283772414285226,04040405428907908306-10262283772414285226,iucn_birds,Turdoides aylmeri,GME/images/04040405428907908306-10262283772414285226
84030,Anthreptes_orientalis,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"29.939999999999994,-9.130000000000003,48.99000000000001,11.62",raster,rasters/04040405428907908306-06625083141915229130,04040405428907908306-06625083141915229130,iucn_birds,Anthreptes orientalis,GME/images/04040405428907908306-06625083141915229130
84031,Anthracothorax_prevostii,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-101.86000000000001,9.119999999999997,-63.28999999999999,23.659999999999997",raster,rasters/04040405428907908306-10139639312101742318,04040405428907908306-10139639312101742318,iucn_birds,Anthracothorax prevostii,GME/images/04040405428907908306-10139639312101742318
84032,Anthracothorax_nigricollis,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-81.09999999999998,-32.18,-35.079999999999984,12.47",raster,rasters/04040405428907908306-14634939240866662260,04040405428907908306-14634939240866662260,iucn_birds,Anthracothorax nigricollis,GME/images/04040405428907908306-14634939240866662260
84033,Anthracoceros_marchei,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"116.93,7.8,120.35000000000005,12.34",raster,rasters/04040405428907908306-17332226440585792358,04040405428907908306-17332226440585792358,iucn_birds,Anthracoceros marchei,GME/images/04040405428907908306-17332226440585792358
84034,Anous_tenuirostris,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"40.32,-32.85000000000001,115.36000000000003,24.06",raster,rasters/04040405428907908306-16080629047417596175,04040405428907908306-16080629047417596175,iucn_birds,Anous tenuirostris,GME/images/04040405428907908306-16080629047417596175
84035,Anorrhinus_austeni,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"91.04,7.169999999999997,126.41,27.879999999999995",raster,rasters/04040405428907908306-02378451182726815994,04040405428907908306-02378451182726815994,iucn_birds,Anorrhinus austeni,GME/images/04040405428907908306-02378451182726815994
84036,Anisognathus_somptuosus,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-80.16,-20.95,-63.81,10.820000000000002",raster,rasters/04040405428907908306-17612610884861121557,04040405428907908306-17612610884861121557,iucn_birds,Anisognathus somptuosus,GME/images/04040405428907908306-17612610884861121557
84037,Anisognathus_igniventris,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-79.47,-17.91,-64.37,7.790000000000001",raster,rasters/04040405428907908306-08597765369770816634,04040405428907908306-08597765369770816634,iucn_birds,Anisognathus igniventris,GME/images/04040405428907908306-08597765369770816634
84038,Anhinga_anhinga,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-106.81000000000003,-33.77,-34.790000000000006,34.88",raster,rasters/04040405428907908306-05736283239527881730,04040405428907908306-05736283239527881730,iucn_birds,Anhinga anhinga,GME/images/04040405428907908306-05736283239527881730
84039,Androphobus_viridis,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"135.18,-4.78,139.97,-3.4199999999999995",raster,rasters/04040405428907908306-16388655128960231210,04040405428907908306-16388655128960231210,iucn_birds,Androphobus viridis,GME/images/04040405428907908306-16388655128960231210
84307,Turdoides_altirostris,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"37.71999999999999,29.569999999999993,49.49,37.19",raster,rasters/04040405428907908306-17607350248056995461,04040405428907908306-17607350248056995461,iucn_birds,Turdoides altirostris,GME/images/04040405428907908306-17607350248056995461
84308,Turdinus_macrodactylus,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"97.87,-1.57,104.16000000000003,10.11",raster,rasters/04040405428907908306-09180525144842863352,04040405428907908306-09180525144842863352,iucn_birds,Turdinus macrodactylus,GME/images/04040405428907908306-09180525144842863352
84309,Tumbezia_salvini,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-81.36,-8.260000000000002,-78.9,-3.4899999999999998",raster,rasters/04040405428907908306-17448145600752071905,04040405428907908306-17448145600752071905,iucn_birds,Tumbezia salvini,GME/images/04040405428907908306-17448145600752071905
84040,Androdon_aequatorialis,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-79.29,-0.26999999999999963,-74.71000000000001,8.310000000000002",raster,rasters/04040405428907908306-10972598052483587400,04040405428907908306-10972598052483587400,iucn_birds,Androdon aequatorialis,GME/images/04040405428907908306-10972598052483587400
84041,Andigena_nigrirostris,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-79.28,-5.09,-69.71000000000001,9.730000000000002",raster,rasters/04040405428907908306-07614255822023810604,04040405428907908306-07614255822023810604,iucn_birds,Andigena nigrirostris,GME/images/04040405428907908306-07614255822023810604
84042,Andigena_cucullata,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-70.74,-17.86,-64.58999999999999,-13.52",raster,rasters/04040405428907908306-02376305850906628348,04040405428907908306-02376305850906628348,iucn_birds,Andigena cucullata,GME/images/04040405428907908306-02376305850906628348
84043,Ancistrops_strigilatus,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-77.9,-14.96,-54.279999999999994,3.4400000000000004",raster,rasters/04040405428907908306-10529313267847266167,04040405428907908306-10529313267847266167,iucn_birds,Ancistrops strigilatus,GME/images/04040405428907908306-10529313267847266167
84044,Anas_superciliosa,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-180,-54.78,180,9",raster,rasters/04040405428907908306-06113012738582887315,04040405428907908306-06113012738582887315,iucn_birds,Anas superciliosa,GME/images/04040405428907908306-06113012738582887315
84045,Anas_sibilatrix,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-75.71999999999998,-55.989999999999995,-50.09,-23.8",raster,rasters/04040405428907908306-17173546954547774445,04040405428907908306-17173546954547774445,iucn_birds,Anas sibilatrix,GME/images/04040405428907908306-17173546954547774445
84046,Anas_rubripes,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-108.81000000000002,25.219999999999995,-52.63,59.559999999999995",raster,rasters/04040405428907908306-02246796158263486568,04040405428907908306-02246796158263486568,iucn_birds,Anas rubripes,GME/images/04040405428907908306-02246796158263486568
84047,Anas_poecilorhyncha,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"66.51,6.3700000000000045,96.32000000000002,32.34000000000001",raster,rasters/04040405428907908306-04822681260483493428,04040405428907908306-04822681260483493428,iucn_birds,Anas poecilorhyncha,GME/images/04040405428907908306-04822681260483493428
84048,Anas_platalea,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-75.71999999999998,-55.989999999999995,-49.98,-11.23",raster,rasters/04040405428907908306-02530946704355141208,04040405428907908306-02530946704355141208,iucn_birds,Anas platalea,GME/images/04040405428907908306-02530946704355141208
84049,Anas_penelope,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-180,-4.700000000000003,180,74.55",raster,rasters/04040405428907908306-04095712773280635486,04040405428907908306-04095712773280635486,iucn_birds,Anas penelope,GME/images/04040405428907908306-04095712773280635486
84050,Anas_nesiotis,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"167.59,-52.61000000000001,169.27,-46.74",raster,rasters/04040405428907908306-05514969427458430640,04040405428907908306-05514969427458430640,iucn_birds,Anas nesiotis,GME/images/04040405428907908306-05514969427458430640
84051,Anas_melleri,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"46.19,-25.199999999999996,57.599999999999994,-14.179999999999998",raster,rasters/04040405428907908306-14252341802473818183,04040405428907908306-14252341802473818183,iucn_birds,Anas melleri,GME/images/04040405428907908306-14252341802473818183
84052,Anas_marecula,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"77.51,-37.88,77.6,-37.79",raster,rasters/04040405428907908306-02562368735637326940,04040405428907908306-02562368735637326940,iucn_birds,Anas marecula,GME/images/04040405428907908306-02562368735637326940
84053,Anas_laysanensis,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-177.39999999999998,25.749999999999996,-171.72,28.220000000000002",raster,rasters/04040405428907908306-13808940411516482953,04040405428907908306-13808940411516482953,iucn_birds,Anas laysanensis,GME/images/04040405428907908306-13808940411516482953
84054,Anas_georgica,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-79.50999999999999,-55.99,-35.760000000000005,5.91",raster,rasters/04040405428907908306-06568414274182868044,04040405428907908306-06568414274182868044,iucn_birds,Anas georgica,GME/images/04040405428907908306-06568414274182868044
84055,Anas_formosa,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"101.01999999999998,18.160000000000004,175.04,73.56",raster,rasters/04040405428907908306-03512984932333765941,04040405428907908306-03512984932333765941,iucn_birds,Anas formosa,GME/images/04040405428907908306-03512984932333765941
84056,Anas_erythrorhyncha,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"11.71,-34.84,50.49000000000001,18.060000000000002",raster,rasters/04040405428907908306-00330731079837768859,04040405428907908306-00330731079837768859,iucn_birds,Anas erythrorhyncha,GME/images/04040405428907908306-00330731079837768859
84057,Anas_cyanoptera,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-125.58,-55.98,-56.66,52.099999999999994",raster,rasters/04040405428907908306-00341500625084595273,04040405428907908306-00341500625084595273,iucn_birds,Anas cyanoptera,GME/images/04040405428907908306-00341500625084595273
84058,Anas_clypeata,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-178.32,-2.3000000000000043,-60.910000000000004,57.846367204383796",raster,rasters/04040405428907908306-16779908066395697399,04040405428907908306-16779908066395697399,iucn_birds,Anas clypeata,GME/images/04040405428907908306-16779908066395697399
84059,Anas_bernieri,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"43.22,-24.349999999999998,49.6,-11.939999999999996",raster,rasters/04040405428907908306-16215079482291126009,04040405428907908306-16215079482291126009,iucn_birds,Anas bernieri,GME/images/04040405428907908306-16215079482291126009
84060,Anas_americana,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-179.15,3.420000000000002,-52.620000000000005,74.42055239180304",raster,rasters/04040405428907908306-16809039851402894885,04040405428907908306-16809039851402894885,iucn_birds,Anas americana,GME/images/04040405428907908306-16809039851402894885
84061,Anas_acuta,IUCN Bird Rasters created using gdal_rasterize,2013-05-24 17:32:46.30762,2013-05-24 18:02:36.483823,,"-179.15,2.72999999999999,-52.63000000000001,76.32729353787921",raster,rasters/04040405428907908306-02694169933938747613,04040405428907908306-02694169933938747613,iucn_birds,Anas acuta,GME/images/04040405428907908306-02694169933938747613
